review,tokens_join,sentiment_score,sentiment_label
10点订的餐，12点才送到！与同事前后下单，他的11点多到的，我的12点多才到，配餐的工作方法真是无语！,10 点订 餐 ， 12 点才 送到 ！ 与 同事 前后 下单 ， 他 11 点多到 ， 12 点多 才 到 ， 配餐 工作 方法 真是 无 语 ！,0.000774811588346,0
我这么平时因为现在的订单两个多小时了还没到，你们可以试试,这么 平时 因为 现在 订单 两个 多 小时 还 没到 ， 你们 可以 试试,0.3950959100500625,0
要了发票为什么不给？！而且也不怎么好吃！,要 发票 为什么 给 ？ ！ 而且 不怎么 好吃 ！,0.2034562779172141,0
口味挺好的，就是米饭再多点就好了。而且我也备注多加米饭了。,口味 挺 好 ， 就是 米饭 再 多点 好 。 而且 备注 多加 米饭 。,0.94456595383486,1
送单小哥的电动车没电了，送餐时间差一分钟就超时了，希望后续不要出现类似的问题哈,送单 小哥 电动车 没电 ， 送餐 时间差 一分钟 超时 ， 希望 后续 不要 出现 类似 问题 哈,0.0161686259771665,0
送餐时间不太稳定,送餐 时间 不太 稳定,0.4090582645132827,0
油太多，肉只有可怜的2丝,油太多 ， 肉 只有 可怜 2 丝,0.2403716530382269,0
不是很好吃,不是 好吃,0.4145813662081458,0
腊牛肉好吃极了！,腊 牛肉 好吃 极了 ！,0.1292410687571308,0
送餐员给力，披萨好吃！,送 餐员 给力 ， 披萨 好吃 ！,0.9131902602937458,1
味道不错，速度很快。,味道 不错 ， 速度 很快 。,0.9869523609671712,1
今天的丸子怎么那么难吃，哎,今天 丸子 怎么 那么 难吃 ， 哎,0.3651491256447998,0
"10点半下的单,12点18送到。速度太快了...味道还可以,但因为送来的晚凉掉了...","10 点半下 单 , 12 点 18 送到 。 速度 太快 ... 味道 还 可以 , 但 因为 送来 晚凉 掉 ...",0.0022190202322104,0
送过来的时候汤全洒了,送过来 时候 汤全 洒,0.3289263194708305,0
28块钱的皮蛋瘦肉粥，只有几根干巴巴的肉丝，还比不上早上街边两块五一杯的皮蛋瘦肉粥呢，商家居然好意思拿出来卖，人才。,28 块钱 皮蛋 瘦肉粥 ， 只有 几根 干巴巴 肉丝 ， 还 比不上 早上 街边 两块 五 一杯 皮蛋 瘦肉粥 呢 ， 商家 居然 好意思 拿 出来 卖 ， 人才 。,0.0002601778177324,0
和想像的不一样，有点贵。,想像 一样 ， 有点 贵 。,0.502477014390796,1
吃过两次，两次居然都拉！肚！子！连拉带吐！要不是没时间和他们计较，早就去卫生部门投诉去了！太特么坑爹了！,吃 过 两次 ， 两次 居然 拉 ！ 肚 ！ 子 ！ 连拉带 吐 ！ 要不是 没 时间 他们 计较 ， 早就 去 卫生部门 投诉 去 ！ 太特 么 坑 爹 ！,4.7782394713480336e-05,0
挺好滴，外卖师傅很可爱：）,挺 好 滴 ， 外卖 师傅 可爱 ： ）,0.8924626086183789,1
第二次点了，量大，很不错,第二次 点 ， 量 大 ， 不错,0.6172159517195257,1
味道不错，刚好适合我的饭量，包装也很贴心。,味道 不错 ， 刚好 适合 饭量 ， 包装 贴心 。,0.997214780862492,1
"一般般，真心一般般,不是朋友要吃，不会买","一般般 ， 真心 一般般 , 不是 朋友 要 吃 ， 不会 买",0.4263154351687388,0
中午12点下单，中午2点给打电话说抱歉了！马上就给您配送！我说那好吧，又过了一个小时、给打电话说正在制作中！我说我不要了！退餐吧！等不起了，在等我要饿死了！结果不给退款，愣等把晚饭送来了；还他妈的是凉的,中午 12 点 下单 ， 中午 2 点 给 打电话 说 抱歉 ！ 马上 给 您 配送 ！ 说 那 好 吧 ， 又 过 一个 小时 、 给 打电话 说 正在 制作 中 ！ 说 不要 ！ 退餐 吧 ！ 等 不起 ， 等 要 饿死 ！ 结果 给 退款 ， 愣 等 把 晚饭 送来 ； 还 他妈的 凉,8.059695277840008e-08,0
"妈妈很喜欢他家的泡菜,当宝贝一样","妈妈 喜欢 他家 泡菜 , 当 宝贝 一样",0.9401110903505474,1
速度稍微有点慢，菜可以的，就是金银馒头为啥不配炼乳啊！搞得自己弄了碟蜂蜜,速度 稍微 有点 慢 ， 菜 可以 ， 就是 金银 馒头 为啥 不配 炼乳 啊 ！ 搞 得 自己 弄 碟 蜂蜜,0.0005729136469202,0
米线是碎的，太难吃了，吃过的最难吃米线，还38块钱,米线 碎 ， 太 难吃 ， 吃 过 最 难吃 米线 ， 还 38 块钱,0.1738200981096199,0
送餐你得给筷子啊。。。。。,送餐 你 得 给 筷子 啊 。 。 。 。 。,0.249896098957339,0
肘子挺好吃～,肘子 挺好吃 ～,0.790404454984106,1
一般，量小，干净卫生,一般 ， 量 小 ， 干净 卫生,0.348619476291693,0
"很难吃,特别难吃","难吃 , 特别 难吃",0.4424409485414863,0
挺好，继续保持！,挺 好 ， 继续 保持 ！,0.8284246220999102,1
速度慢味道差,速度慢 味道 差,0.1312852566734572,0
太难吃了，尤其是那豆腐跟白水煮一样,太 难吃 ， 尤其 那 豆腐 跟 白水 煮 一样,0.1135467763801891,0
挺好的，挺快的,挺 好 ， 挺快,0.9658180511905238,1
挺好吃！就是炸土豆丝写的是10元，不知道为什么结账时就变20元了，后来就没点～,挺好吃 ！ 就是 炸 土豆丝 写 10 元 ， 知道 为什么 结账 时 变 20 元 ， 后来 没点 ～,0.2365540690129397,0
味道不错～优惠力度好大,味道 不错 ～ 优惠 力度 好大,0.7250064496708635,1
10点40的立即送达也能到一点才送到,10 点 40 立即 送达 能 到 一点 才 送到,0.0447985864084377,0
十一点七分订餐一点送到。很牛逼的饭店，那么久没送过来想取消订单电话总是打不通。细品粗粮？？？饭店名貌似叫细品干锅辣鸭头。百度了他家另部座机能打通没人接…送来的餐盒还烂了～订餐的朋友们注意了啊……真心没田老师红烧肉份量多…个人意见,十一点七 分 订餐 一点 送到 。 牛 逼 饭店 ， 那么 久 没 送过来 想 取消 订单 电话 总是 打 不通 。 细品 粗粮 ？ ？ ？ 饭店 名 貌似 叫 细品 干锅 辣 鸭头 。 百度 他家 另部座 机能 打通 没人接 … 送来 餐盒 还烂 ～ 订餐 朋友 们 注意 啊 … … 真心 没田 老师 红烧肉 份量 多 … 个人 意见,2.5389146971366298e-05,0
"包装很不错,有水准了,卷饼挺好的,可惜里面只有肉和青椒,感觉放些黄瓜啊,酱啊,会不错","包装 不错 , 水准 , 卷饼 挺 好 , 可惜 里面 只有 肉 青椒 , 感觉 放些 黄瓜 啊 , 酱 啊 , 会 不错",0.9002142275535994,1
米饭感觉有点泡水了，大概蒸的时候水放多了；牛肉没有以前的味道，大块的咬不动。,米饭 感觉 有点 泡水 ， 大概 蒸 时候 水放多 ； 牛肉 没有 以前 味道 ， 大块 咬 不动 。,0.0002453917922433,0
非常好吃，量足，价格也比较合适.服务也很好!,非常 好吃 ， 量足 ， 价格 比较 合适 . 服务 好 !,0.8989907062146606,1
"煎饼里的油条是皮的，跟牛筋一样嚼不动。,鸡丝凉面，面条糟的，难吃！","煎饼 里 油条 皮 ， 跟 牛筋 一样 嚼 不动 。 , 鸡丝 凉面 ， 面条 糟 ， 难吃 ！",0.0023594240882389,0
"挺快的,好吃","挺快 , 好吃",0.8871119084298208,1
11:32下单，13:15才送达。中途催了好几次，送达之后薯条已经软了，可乐洒的只剩半杯了，很失望！望改进,11 : 32 下单 ， 13 : 15 才 送达 。 中途 催 好 几次 ， 送达 之后 薯条 已经 软 ， 可乐 洒 只 剩 半杯 ， 失望 ！ 望 改进,2.8133695748389087e-05,0
真心不像湄洲应有的水准,真心 不像 湄洲 应有 水准,0.2956854563076991,0
辣么大的盒子，米饭一点点。好坑人,辣 么 大 盒子 ， 米饭 一点点 。 好 坑人,0.0397563844858607,0
送餐送了两个小时！都凉了！,送餐 送 两个 小时 ！ 凉 ！,0.2835931894845217,0
送餐费用怎么回事。要了我十块钱送餐费，大雨天的不差送餐员的确辛苦，但是能不能透明消费！,送餐费 用 怎么回事 。 要 十块钱 送餐费 ， 大雨天 不差 送 餐员 的确 辛苦 ， 但是 能 不能 透明 消费 ！,0.0002790668710758,0
"今天的实在不够恭维，盒子都烂了到处都是，你说还能吃吗？,送餐时间更是离谱过了送餐时间一小时.,等了快两个小时","今天 实在 不够 恭维 ， 盒子 烂 到处 ， 你 说 还 能 吃 吗 ？ , 送餐 时间 更是 离谱 过 送餐 时间 一 小时 . , 等 快 两个 小时",0.0017601251965957,0
速度很赞，服务很好，不错,速度 很赞 ， 服务 好 ， 不错,0.9980665980185012,1
味道一般吧，但饼皮不像一些网友说的那么厚。有嚼劲,味道 一般 吧 ， 但 饼 皮 像 一些 网友 说 那么 厚 。 嚼 劲,0.0770839346781747,0
菜品好吃，味道正，量足，用料好。快递小哥效率高，服务周到，跑了两趟特意送发票，认真负责，赞一个!,菜品 好吃 ， 味道 正 ， 量足 ， 用料 好 。 快递 小哥 效率高 ， 服务周到 ， 跑 两趟 特意 送 发票 ， 认真负责 ， 赞 一个 !,0.9862142038609945,1
送餐太慢，打电话摧态度比我硬,送餐 太慢 ， 打电话 摧 态度 比 硬,0.0114442857067487,0
"不错,满意","不错 , 满意",0.9304270153185352,1
样子不是很好但味道不错,样子 不是 好 但 味道 不错,0.8623191563134172,1
面包片木有送………,面包片 木有 送 … … …,0.4882730546892546,0
太恶心了，鸡腿肉卷饼干脆改名叫鸡皮卷饼，把面皮打开一看完全没食欲了，受不了,太 恶心 ， 鸡腿肉 卷饼 干脆 改名 叫 鸡皮 卷饼 ， 把 面皮 打开 一看 完全 没 食欲 ， 受不了,0.0027160521657746,0
"好吃！！分量足,居然给了这么多肉","好吃 ！ ！ 分量 足 , 居然 给 这么 多肉",0.4438747719131051,0
"根本就没有送,订了两单,商家说根本就没有看到这单子,没看到单子是怎么完成状态的！！！","根本 没有 送 , 订 两单 , 商家 说 根本 没有 看到 单子 , 没 看到 单子 怎么 完成 状态 ！ ！ ！",0.0049963423372412,0
太实惠了，吃到撑啊！,太 实惠 ， 吃 到 撑 啊 ！,0.9031194479760812,1
速度挺快，但是味道不咋地，东西不太干净，吃的我肠炎，拉肚子都要虚脱了，以后不会再定了,速度 挺快 ， 但是 味道 咋 地 ， 东西 不太 干净 ， 吃 肠炎 ， 拉肚子 要 虚脱 ， 以后 不会 再定,0.3882849625108711,0
大冷天的，送餐员辛苦了,大 冷天 ， 送 餐员 辛苦,0.4674147676776278,0
快递恶劣到极点了，还耍小心眼,快递 恶劣 到极点 ， 还 耍 小心眼,0.0003711830501798,0
10点下单，12点还不到，打电话催了5次，说是送丢了，最后下午1点送到的,10 点 下单 ， 12 点 还 不到 ， 打电话 催 5 次 ， 说 送 丢 ， 最后 下午 1 点 送到,0.0001848290812016,0
三个小时，从11:13到14:12，菜和米饭分批收到，也是醉了，做的啥生意,三个 小时 ， 从 11 : 13 到 14 : 12 ， 菜 米饭 分批 收到 ， 醉 ， 做 啥 生意,0.0374976915332977,0
牛柳越来越少！,牛柳 越来越少 ！,0.7779954456734417,1
味道还行~豆腐脑的卤淀粉可能多了,味道 还 行 ~ 豆腐脑 卤 淀粉 可能 多,0.6878892850198189,1
非常好吃，肉特多，连着吃了两次,非常 好吃 ， 肉 特多 ， 连 着 吃 两次,0.470543382979253,0
评价晚了点，服务很好很赞,评价 晚 点 ， 服务 好 赞,0.8244021676948599,1
特别难吃，真的很难吃，不如街边五块钱的,特别 难吃 ， 真的 难吃 ， 不如 街边 五块 钱,0.2451466835881373,0
时间将将赶上，差一点就饿肚子出门了，食物很美味，送餐小哥也很不容易，赞,时间 将 将 赶上 ， 差一点 饿肚子 出门 ， 食物 美味 ， 送餐 小哥 容易 ， 赞,0.9728029396017704,1
好吃得不行！,好吃 得 不行 ！,0.3000032422710005,0
牛肉有问题，跟豆腐一样，一碰就碎！,牛肉 问题 ， 跟 豆腐 一样 ， 一碰 碎 ！,0.0560390247801453,0
菜少，口味一般,菜少 ， 口味 一般,0.7075643274204019,1
还没吃，送了一个小时，速度有点慢,还 没 吃 ， 送 一个 小时 ， 速度 有点 慢,0.4013476932162894,0
根本就没收到，为什么显示已派送订货单完成？？？人呢？？,根本 没收 到 ， 为什么 显示 已 派送 订货单 完成 ？ ？ ？ 呢 ？ ？,0.0004732822803089,0
不咋好吃，量还少,咋 好吃 ， 量 还 少,0.4705580587334836,0
少年很可爱—v—,少年 可爱 — v —,0.9997944958446632,1
锡纸包装不错，但是两个多小时送到的卷饼湿糊糊黏牙，如果是现做的可能会好吃些,锡纸 包装 不错 ， 但是 两个 多 小时 送到 卷 饼 湿 糊糊 黏牙 ， 如果 现 做 可能 会 好吃 些,0.8534551403379774,1
粥没有，送饮料还价格一样，坑,粥 没有 ， 送 饮料 还 价格 一样 ， 坑,0.0790143964782486,0
这饭太给力，吃不完都,这饭 太给力 ， 吃不完,0.2783087901255023,0
"送餐员不给送到公司,给我打个电话让我去电梯间取,还催我快点,连这么两步都懒得走,干什么送餐员的工作","送 餐员 给 送到 公司 , 给 打个 电话 让 去 电梯间 取 , 还 催 快点 , 连 这么 两步 懒得 走 , 干什么 送 餐员 工作",0.0131547520213621,0
非常准时！！！鸡肉的很好吃,非常 准时 ！ ！ ！ 鸡肉 好吃,0.4344882220877627,0
很好。这回给的大虾好像要多。谢谢卖家。,好 。 这回 给 大虾 好像 要 多 。 谢谢 卖家 。,0.068726925778895,0
夹油条的才是煎饼果子，口味不错，可惜没放香菜，藕盒也还不错,夹 油条 才 煎饼果子 ， 口味 不错 ， 可惜 没 放 香菜 ， 藕 盒 还 不错,0.7573799168954837,1
服务和味道都是不错的,服务 味道 不错,0.7984309527695574,1
"味道不错,就是太慢了,真的很慢","味道 不错 , 就是 太慢 , 真的 慢",0.3298781632866302,0
这次送餐速度有点慢，而且和合谷除了宫保鸡丁饭以外的所有饭都不能吃，难吃的不能下咽！,这次 送餐 速度 有点 慢 ， 而且 合谷 除了 宫保鸡 丁饭 以外 所有 饭 不能 吃 ， 难吃 不能 下咽 ！,0.5565558885169811,1
我还以为又吃不上了，昨天和同事定的餐，硬是一下午没来。,还 以为 又 吃不上 ， 昨天 同事 定 餐 ， 硬是 一 下午 没 来 。,0.0672593789502302,0
备注都不放牛肉末了，送来一看还是有肉，差评差评,备注 不放 牛肉 末了 ， 送来 一看 还是 有肉 ， 差评 差评,0.0008788951352226,0
差评，送货速度不是一般的满，竟然两个多小时才送到。打客服电话竟然是空号，简直无语。梅菜扣肉不好吃，米饭却是挺不错。,差评 ， 送货 速度 不是 一般 满 ， 竟然 两个 多 小时 才 送到 。 打 客服 电话 竟然 空号 ， 简直 无 语 。 梅菜 扣肉 好吃 ， 米饭 却是 挺不错 。,2.969008106235016e-05,0
依然是那么好吃,依然 那么 好吃,0.650717123349064,1
很棒的哦，第二次订餐了,很棒 哦 ， 第二次 订餐,0.5621606695669059,1
送餐的时间太长了，催了以后才到,送餐 时间 太长 ， 催 以后 才 到,0.1291583247405739,0
"配送师傅十分给力，外面下着大雪依然很快送到，谢谢！,菜也挺好吃，性价比高，还会再来！","配送 师傅 十分 给力 ， 外面 下 着 大雪 依然 很快 送到 ， 谢谢 ！ , 菜 挺好吃 ， 性价比 高 ， 还会 再 来 ！",0.9732595678194148,1
两个小时才送到也是醉了，都凉了,两个 小时 才 送到 醉 ， 凉,0.5494731896396376,1
味道很好的，就是今天店家太不小心，菜品送错了，还有面里都没加花生，唉,味道 好 ， 就是 今天 店家 太 小心 ， 菜品 送错 ， 还有 面里 没加 花生 ， 唉,0.0283305529444616,0
味道很好，可惜吉野家的量一直不太多,味道 好 ， 可惜 吉野家 量 一直 不太多,0.1899527193733584,0
"一点味道都没有，简直就是白水煮过的蔬菜和肉，点了一个牛肉卷饼，吃着根本不像牛肉，整体味道不如街上的煎饼，皮蛋瘦肉粥就是一小碗粥加了一两块皮蛋，说好的瘦肉呢？？？简直无语！！,差评！！","一点 味道 没有 ， 简直 就是 白水 煮 过 蔬菜 肉 ， 点 一个 牛肉 卷饼 ， 吃 着 根本 不像 牛肉 ， 整体 味道 不如 街上 煎饼 ， 皮蛋 瘦肉粥 就是 一小 碗 粥 加 一两块 皮蛋 ， 说好 瘦肉 呢 ？ ？ ？ 简直 无 语 ！ ！ , 差评 ！ ！",6.641078692526392e-07,0
两个小时才到,两个 小时 才 到,0.2949636554073152,0
宇宙级蜗牛送餐速度，共花2.5小时，并且还没到。,宇宙 级 蜗牛 送餐 速度 ， 共花 2.5 小时 ， 并且 还 没到 。,0.8005319962045913,1
"外卖找不到地址就算了,粥全撒了,都不想要了,麻烦下次请送餐的服务态度好点行么","外卖 找 不到 地址 就算 , 粥 全撒 , 想要 , 麻烦 下次 请 送餐 服务态度 好点行 么",0.001733406421793,0
米线都是糟的，配菜少到单点的鱼都找不到，豆腐的酱汁也洒的哪儿都是，全浪费了,米线 糟 ， 配菜 少到 单点 鱼 找 不到 ， 豆腐 酱汁 洒 哪儿 ， 全 浪费,6.418447137701566e-05,0
最糟糕的一次接餐，都已经很晚了才送到，而且这是我到目前为止见的态度最差的一个送餐员，不给送到11层也就罢了，竟然吼顾客～,最 糟糕 一次 接餐 ， 已经 很晚 才 送到 ， 而且 到 目前为止 见 态度 最差 一个 送 餐员 ， 给 送到 11 层 罢了 ， 竟然 吼 顾客 ～,0.0003134005285113,0
看看送餐时间,看看 送餐 时间,0.5398072309193138,1
"送餐速度还不错,但真的不好吃,肘子卷里超过一半都是肥肉,就算没有肥肉,味道也一般","送餐 速度 还 不错 , 但 真的 好吃 , 肘子 卷里 超过 一半 肥肉 , 就算 没有 肥肉 , 味道 一般",0.7393440998286581,1
送餐速度真的是太慢了，太太太慢啦，将送餐时间提前到11:15后，等到12:57才送到……,送餐 速度 真的 太慢 ， 太太 太慢 啦 ， 将 送餐 时间 提前 到 11 : 15 后 ， 等到 12 : 57 才 送到 … …,0.0002935972659722,0
我印象中，点汤是有附一份白饭的，我多加点了一份，但没有！算了，不想为两元麻烦了！,印象 中 ， 点汤 附 一份 白饭 ， 多 加点 一份 ， 但 没有 ！ 算了 ， 不想 为 两元 麻烦 ！,0.3461755873924201,0
小哥态度特别好，送的很快,小哥 态度 特别 好 ， 送 很快,0.905381232423631,1
热乎乎的，谢谢，送餐员辛苦了，速度很快，谢谢,热乎乎 ， 谢谢 ， 送 餐员 辛苦 ， 速度 很快 ， 谢谢,0.9909292411251348,1
"两个多小时都没送过来,联系百度退单了,下次不会再订了","两个 多 小时 没 送过来 , 联系 百度 退单 , 下次 不会 再订",0.001325838559966,0
口味不错，但尖椒太辣了，腊肉太少了！,口味 不错 ， 但 尖椒 太辣 ， 腊肉 太少 ！,0.3560160410954108,0
不好吃，还是他家米线地道,好吃 ， 还是 他家 米线 地道,0.7503178183392243,1
矿泉水订了，没给，服了,矿泉水 订 ， 没 给 ， 服,0.0517093328479955,0
并不是太好吃,并 不是太好 吃,0.3151452756561147,0
价格太贵不实惠，送餐时间相当慢,价格 太贵 实惠 ， 送餐 时间 相当 慢,0.6484851927508914,1
"不好吃，,只吃了一口就扔了","好吃 ， , 只 吃 一口 扔",0.1774840207445908,0
饭菜送到凉了！不满意！,饭菜 送到 凉 ！ 满意 ！,0.8379055812975937,1
吃完昨晚到现在一直闹肚子，确定现做的？跟第一次差好多！,吃 完 昨晚 到 现在 一直 闹肚子 ， 确定 现做 ？ 跟 第一次 差 好多 ！,0.154453803982139,0
菜很好吃，就是真的送了2个小时，还想着错过高峰期10点多一点就点了餐，结果……,菜 好吃 ， 就是 真的 送 2 个 小时 ， 还 想着 错过 高峰期 10 点 多一点 点 餐 ， 结果 … …,0.1288379663871475,0
如果是辣的应该标明，牛肉蔬菜卷快辣死我了,如果 辣 应该 标明 ， 牛肉 蔬菜 卷快 辣 死,0.1003673267842042,0
快递员很辛苦，赞一个,快递 员 辛苦 ， 赞 一个,0.9061882581597608,1
味道还不错~喜欢有爱的包装~,味道 还 不错 ~ 喜欢 爱 包装 ~,0.9566933025442343,1
啥玩意面包都糊巴了。冰淇淋化了我能理解毕竟是夏天，可是面包烤的又难看又干巴。以后再也不点了。没外婆家一半好吃。,啥 玩意 面包 糊巴 。 冰淇淋 化 能 理解 毕竟 夏天 ， 可是 面包 烤 又 难看 又 干巴 。 以后 再也 不点 。 没 外婆家 一半 好吃 。,0.8294133483191765,1
就是有点咸，，，，其他都是完美的，爱宇宙卷饼,就是 有点咸 ， ， ， ， 其他 完美 ， 爱 宇宙 卷饼,0.9894456549567064,1
包饺子太慢，让我等了一小时,包 饺子 太慢 ， 让 等 一 小时,0.252122514732791,0
点了霸王鸡条根本没给，番茄酱也没配，什么玩意！操！,点 霸王 鸡条 根本 没 给 ， 番茄酱 没配 ， 什么 玩意 ！ 操 ！,0.1278904125217896,0
又贵又不好吃，也不大,又 贵 又 好吃 ， 不大,0.380048600989187,0
菜太少了，米饭太干了哪怕多放点菜汤也行,菜太少 ， 米饭 太干 哪怕 多放点 菜汤 行,0.0191194613674422,0
百度骑士服务很好，全五分好评,百度 骑士 服务 好 ， 全 五分 好评,0.4495540980001568,0
麻酱两块钱，给了一瓶盖子量！地瓜片是生的！超级大差评，说的微辣，一打开全是辣油,麻酱 两块钱 ， 给 一瓶 盖子 量 ！ 地 瓜片 生 ！ 超级 大差评 ， 说 微辣 ， 一 打开 全是 辣油,0.0003890203534034,0
第三次购买了，配送师傅很客气还送我小礼物，好评。,第三次 购买 ， 配送 师傅 客气 还 送 小 礼物 ， 好评 。,0.184627902818347,0
"稍微慢了一点,总体还是不错","稍微 慢 一点 , 总体 还是 不错",0.8616291153550697,1
等了快两个小时，还把饼送成了饭，就这样吧,等 快 两个 小时 ， 还 把 饼 送成 饭 ， 这样 吧,0.8432002092732503,1
我觉得简直就是个坑，180的菜，我气死，够二个人吃,觉得 简直 就是 个 坑 ， 180 菜 ， 气死 ， 够 二 个人 吃,0.0029098787491693,0
买的红柚，送来的确是白柚,买 红柚 ， 送来 的确 白柚,0.4848908913257473,0
这次没给拿醋…腔骨很咸。,这次 没 给 拿 醋 … 腔骨 咸 。,0.4259558707974221,0
难吃，还贵，明明在线支付了25元，饭到了，单子上却显示支付了18.85元！这是怎么回事？,难吃 ， 还贵 ， 明明 在线 支付 25 元 ， 饭到 ， 单子 上 却 显示 支付 18.85 元 ！ 这是 怎么回事 ？,9.196049743376288e-05,0
"阿佛很好喝～,下次还会来，百度骑士棒棒","阿佛 好喝 ～ , 下次 还会来 ， 百度 骑士 棒棒",0.997649259805061,1
速度很快啊,速度 很快 啊,0.9522809329877076,1
等了将近两个小时,等 将近 两个 小时,0.277278026983995,0
酱少放了点，有点淡,酱少放 点 ， 有点 淡,0.2467778803261135,0
很不错，豆腐脑好喝，油条煎饼好吃，豆浆还备了糖，周到,不错 ， 豆腐脑 好喝 ， 油条 煎饼 好吃 ， 豆浆 还备 糖 ， 周到,0.9647164243247124,1
不好吃，很一般,好吃 ， 一般,0.573170731707317,1
乌龙的送餐事件！饭很好吃！老板也积极解决了！会继续光临！,乌龙 送餐 事件 ！ 饭 好吃 ！ 老板 积极 解决 ！ 会 继续 光临 ！,0.6993238015921837,1
非常贴心，送餐四十分钟，小哥沟通四秒钟，飞一样的小哥。说还有好多没送。下次再定。,非常 贴心 ， 送餐 四十分钟 ， 小哥 沟通 四秒钟 ， 飞 一样 小哥 。 说 还有 好多 没送 。 下次 再 定 。,0.7423025554668164,1
鸡腿为啥不见了？,鸡腿 为啥 不见 ？,0.0405049503103973,0
送的超级慢而且巨难吃！,送 超级 慢 而且 巨 难吃 ！,0.0368089044638354,0
"烤翅没熟,排骨饭是剩的吧,看着就恶心,没吃,倒了","烤 翅 没熟 , 排骨饭 剩 吧 , 看着 恶心 , 没 吃 , 倒",0.0108103635054588,0
韭菜没熟，牛肉不新鲜扔了，送餐挺快。,韭菜 没熟 ， 牛肉 新鲜 扔 ， 送餐 挺快 。,0.0347651339464257,0
又快又好，量足，经常吃,又快又好 ， 量足 ， 经常 吃,0.830593477787217,1
"少小菜,少筷子","少 小菜 , 少 筷子",0.0830734176022862,0
"外卖骑士将近两小时送到,而且还要我下去取餐","外卖 骑士 将近 两 小时 送到 , 而且 还要 下去 取餐",0.2082494563281992,0
