review,char_len,word_count,tokens,tokens_join,sentiment_score,sentiment_label
挺辣的，吃着还可以吧,10,1,"['挺辣', '，', '吃', '着', '还', '可以', '吧']",挺辣 ， 吃 着 还 可以 吧,0.7772154402650531,1
味道好，送餐快，分量足,11,1,"['味道', '好', '，', '送餐', '快', '，', '分量', '足']",味道 好 ， 送餐 快 ， 分量 足,0.8838473425832378,1
量足，好吃，送餐也快,10,1,"['量足', '，', '好吃', '，', '送餐', '快']",量足 ， 好吃 ， 送餐 快,0.7806228067130896,1
特别好吃，量特大，而且送餐特别快，特别特别棒,22,1,"['特别', '好吃', '，', '量', '特大', '，', '而且', '送餐', '特别', '快', '，', '特别', '特别', '棒']",特别 好吃 ， 量 特大 ， 而且 送餐 特别 快 ， 特别 特别 棒,0.9609831755580072,1
口感好的很，速度快！,10,1,"['口感', '好', '，', '速度', '快', '！']",口感 好 ， 速度 快 ！,0.9699983225961795,1
相当好吃的香锅，分量够足，味道也没的说。,20,1,"['相当', '好吃', '香锅', '，', '分量', '够', '足', '，', '味道', '没', '说', '。']",相当 好吃 香锅 ， 分量 够 足 ， 味道 没 说 。,0.7058528288465223,1
好吃！速度！包装也有品质，不出家门就能吃到餐厅的味道！,27,1,"['好吃', '！', '速度', '！', '包装', '品质', '，', '出', '家门', '能', '吃', '到', '餐厅', '味道', '！']",好吃 ！ 速度 ！ 包装 品质 ， 出 家门 能 吃 到 餐厅 味道 ！,0.9556600656697829,1
味道好极啦，送餐很快师傅辛苦啦,15,1,"['味道', '好极', '啦', '，', '送餐', '很快', '师傅', '辛苦', '啦']",味道 好极 啦 ， 送餐 很快 师傅 辛苦 啦,0.6583545185853554,1
量大味道好，送餐师傅都很好,13,1,"['量', '大', '味道', '好', '，', '送餐', '师傅', '好']",量 大 味道 好 ， 送餐 师傅 好,0.20346131410080404,0
送餐师傅很好，味道好极啦,12,1,"['送餐', '师傅', '好', '，', '味道', '好极', '啦']",送餐 师傅 好 ， 味道 好极 啦,0.1102215488381102,0
送货速度很快，一直定这家，赞,14,1,"['送货', '速度', '很快', '，', '一直', '定', '这家', '，', '赞']",送货 速度 很快 ， 一直 定 这家 ， 赞,0.9869920457814558,1
很方便，很快就送到了。棒,12,1,"['方便', '，', '很快', '送到', '。', '棒']",方便 ， 很快 送到 。 棒,0.9914599723885001,1
好吃，总点，这么多够五个人吃。送的很快。,20,1,"['好吃', '，', '总点', '，', '这么', '多够', '五个', '吃', '。', '送', '很快', '。']",好吃 ， 总点 ， 这么 多够 五个 吃 。 送 很快 。,0.9670205524165766,1
"很香很美味,下次还会光顾",12,1,"['很香', '美味', ',', '下次', '还会', '光顾']","很香 美味 , 下次 还会 光顾",0.8283099881432335,1
"送餐特别快,态度也好,辛苦啦",14,1,"['送餐', '特别', '快', ',', '态度', '也好', ',', '辛苦', '啦']","送餐 特别 快 , 态度 也好 , 辛苦 啦",0.9052494727188665,1
服务很不错，送到的很快，半小时不到就送来了,21,1,"['服务', '不错', '，', '送到', '很快', '，', '半小时', '不到', '送来']",服务 不错 ， 送到 很快 ， 半小时 不到 送来,0.8802031660301732,1
速度很快，大雾霾天外卖骑士态度都很好，赞赞赞！,23,1,"['速度', '很快', '，', '大雾', '霾', '天', '外卖', '骑士', '态度', '好', '，', '赞赞赞', '！']",速度 很快 ， 大雾 霾 天 外卖 骑士 态度 好 ， 赞赞赞 ！,0.9999605650436487,1
味道正宗，量大内容多,10,1,"['味道', '正宗', '，', '量', '大', '内容', '多']",味道 正宗 ， 量 大 内容 多,0.35137057983078,0
"送餐非常快,态度特别好,谢谢",14,1,"['送餐', '非常', '快', ',', '态度', '特别', '好', ',', '谢谢']","送餐 非常 快 , 态度 特别 好 , 谢谢",0.8417994873343171,1
又快又好，量足，经常吃,11,1,"['又快又好', '，', '量足', '，', '经常', '吃']",又快又好 ， 量足 ， 经常 吃,0.830593477787217,1
好大一盆点了7个小份量足,12,1,"['好大', '一盆', '点', '7', '个', '小', '份量', '足']",好大 一盆 点 7 个 小 份量 足,0.29737965050500315,0
配送人员态度好，速度快！,12,1,"['配送', '人员', '态度', '好', '，', '速度', '快', '！']",配送 人员 态度 好 ， 速度 快 ！,0.7754946427670548,1
"在这种天气里感谢送餐员的辛苦服务,谢谢啦",20,1,"['这种', '天气', '里', '感谢', '送', '餐员', '辛苦', '服务', ',', '谢谢', '啦']","这种 天气 里 感谢 送 餐员 辛苦 服务 , 谢谢 啦",0.8045180222389139,1
"送餐特别快,态度好,非常感谢",14,1,"['送餐', '特别', '快', ',', '态度', '好', ',', '非常感谢']","送餐 特别 快 , 态度 好 , 非常感谢",0.8895472270854526,1
送的非常快，包装好！谢谢师傅！,15,1,"['送', '非常', '快', '，', '包装', '好', '！', '谢谢', '师傅', '！']",送 非常 快 ， 包装 好 ！ 谢谢 师傅 ！,0.3987493995595085,0
附近最好吃的麻辣香锅，不开玩笑的,16,1,"['附近', '最', '好吃', '麻辣', '香锅', '，', '开玩笑']",附近 最 好吃 麻辣 香锅 ， 开玩笑,0.7348264343018439,1
味道不错，份量很足，建议都点小份。红薯超好吃就是太烂了容易碎,30,1,"['味道', '不错', '，', '份量', '很足', '，', '建议', '点小份', '。', '红薯', '超', '好吃', '就是', '太烂', '容易', '碎']",味道 不错 ， 份量 很足 ， 建议 点小份 。 红薯 超 好吃 就是 太烂 容易 碎,0.685300189420109,1
还不错，就是稍微咸了点,11,1,"['还', '不错', '，', '就是', '稍微', '咸了', '点']",还 不错 ， 就是 稍微 咸了 点,0.6030672259321247,1
这么晚辛苦外卖小哥了,10,1,"['这么晚', '辛苦', '外卖', '小哥']",这么晚 辛苦 外卖 小哥,0.8598496757068113,1
超级快就送到了，谢谢骑士很快，感谢骑士这种天气还在工作！,28,1,"['超级', '快', '送到', '，', '谢谢', '骑士', '很快', '，', '感谢', '骑士', '这种', '天气', '还', '工作', '！']",超级 快 送到 ， 谢谢 骑士 很快 ， 感谢 骑士 这种 天气 还 工作 ！,0.9390438602654504,1
非常好吃，味道也很香，推荐！,14,1,"['非常', '好吃', '，', '味道', '香', '，', '推荐', '！']",非常 好吃 ， 味道 香 ， 推荐 ！,0.702025781507374,1
"很好吃,速递快,下次继续选择",14,1,"['好吃', ',', '速递', '快', ',', '下次', '继续', '选择']","好吃 , 速递 快 , 下次 继续 选择",0.8244834446646537,1
很快，特别好,6,1,"['很快', '，', '特别', '好']",很快 ， 特别 好,0.9450633704847319,1
太麻了，青笋有点小，米饭给的也不多，土豆片都碎了，找不到了,29,1,"['太麻', '，', '青笋', '有点', '小', '，', '米饭', '给', '多', '，', '土豆片', '碎', '，', '找', '不到']",太麻 ， 青笋 有点 小 ， 米饭 给 多 ， 土豆片 碎 ， 找 不到,0.4211082938684051,0
点了太多次了，味道很香,11,1,"['点', '太', '多次', '，', '味道', '很香']",点 太 多次 ， 味道 很香,0.4342574201582524,0
"态度很好,地址填错了还是给我跑了一趟,没有表现出不愿意的样子,为了这个快递员,我写了评论",44,1,"['态度', '好', ',', '地址', '填错', '还是', '给', '跑', '一趟', ',', '没有', '表现', '出', '愿意', '样子', ',', '为了', '这个', '快递', '员', ',', '写', '评论']","态度 好 , 地址 填错 还是 给 跑 一趟 , 没有 表现 出 愿意 样子 , 为了 这个 快递 员 , 写 评论",0.151121587111957,0
快递小哥很快就送到了！赞！水煮牛肉肉质鲜嫩，辣的恰到好处，也很入味。不错，挺好吃的！,42,1,"['快递', '小哥', '很快', '送到', '！', '赞', '！', '水煮', '牛肉', '肉质', '鲜嫩', '，', '辣', '恰到好处', '，', '入味', '。', '不错', '，', '挺好吃', '！']",快递 小哥 很快 送到 ！ 赞 ！ 水煮 牛肉 肉质 鲜嫩 ， 辣 恰到好处 ， 入味 。 不错 ， 挺好吃 ！,0.9832462350992925,1
"口味,不错，干净味道好，送货员服务非常好！",21,1,"['口味', ',', '不错', '，', '干净', '味道', '好', '，', '送货员', '服务', '非常', '好', '！']","口味 , 不错 ， 干净 味道 好 ， 送货员 服务 非常 好 ！",0.9817929660242961,1
"送餐特别快,态度好,辛苦啦,谢谢",16,1,"['送餐', '特别', '快', ',', '态度', '好', ',', '辛苦', '啦', ',', '谢谢']","送餐 特别 快 , 态度 好 , 辛苦 啦 , 谢谢",0.9561859757583883,1
"送餐快,送餐大哥态度好,辛苦啦",15,1,"['送餐', '快', ',', '送餐', '大哥', '态度', '好', ',', '辛苦', '啦']","送餐 快 , 送餐 大哥 态度 好 , 辛苦 啦",0.77997253467455,1
"送餐很快,态度也很好,谢谢",13,1,"['送餐', '很快', ',', '态度', '好', ',', '谢谢']","送餐 很快 , 态度 好 , 谢谢",0.9164826321012643,1
挺不错的！,5,1,"['挺不错', '！']",挺不错 ！,0.9401948468541813,1
快递大叔人特别好。就是百度外卖现在连个优惠都那个少，真要投奔饿了么了。。。。,38,1,"['快递', '大叔', '特别', '好', '。', '就是', '百度', '外卖', '现在', '连', '个', '优惠', '那个', '少', '，', '真', '要', '投奔', '饿', '么', '。', '。', '。', '。']",快递 大叔 特别 好 。 就是 百度 外卖 现在 连 个 优惠 那个 少 ， 真 要 投奔 饿 么 。 。 。 。,0.8938519501720724,1
感觉没有在店里的好吃，感谢送餐师傅我们家六楼没电梯还得爬楼梯,30,1,"['感觉', '没有', '店里', '好吃', '，', '感谢', '送餐', '师傅', '我们', '家', '六楼', '没', '电梯', '还', '得', '爬楼梯']",感觉 没有 店里 好吃 ， 感谢 送餐 师傅 我们 家 六楼 没 电梯 还 得 爬楼梯,0.0037207824977489867,0
菜场好，挺好吃的,8,1,"['菜场', '好', '，', '挺好吃']",菜场 好 ， 挺好吃,0.6440391374880082,1
快递小哥辛苦了！下雨天的真是辛苦您了！给你点赞！,24,1,"['快递', '小哥', '辛苦', '！', '下雨天', '真是', '辛苦', '您', '！', '给', '你', '点赞', '！']",快递 小哥 辛苦 ！ 下雨天 真是 辛苦 您 ！ 给 你 点赞 ！,0.8808696311982271,1
相当好！送餐快，一大盒子超好吃！,16,1,"['相当', '好', '！', '送餐', '快', '，', '一大', '盒子', '超', '好吃', '！']",相当 好 ！ 送餐 快 ， 一大 盒子 超 好吃 ！,0.5548458870484914,1
"送餐特别快,送餐员态度也特别好",15,1,"['送餐', '特别', '快', ',', '送', '餐员', '态度', '特别', '好']","送餐 特别 快 , 送 餐员 态度 特别 好",0.8226106676265736,1
速度快，量多，很香,9,1,"['速度', '快', '，', '量', '多', '，', '很香']",速度 快 ， 量 多 ， 很香,0.9379615578968454,1
味道很正点！餐具很好用！送餐速度快！,18,1,"['味道', '正点', '！', '餐具', '好', '用', '！', '送餐', '速度', '快', '！']",味道 正点 ！ 餐具 好 用 ！ 送餐 速度 快 ！,0.9531731836640326,1
鱼豆腐有异味儿，有点腻。,12,1,"['鱼', '豆腐', '异味', '儿', '，', '有点', '腻', '。']",鱼 豆腐 异味 儿 ， 有点 腻 。,0.06310410871057992,0
非常好！第一次用百度外卖，送餐很快，快递小哥也很礼貌。菜品量足，味道不错，下次再来。,42,1,"['非常', '好', '！', '第一次', '用', '百度', '外卖', '，', '送餐', '很快', '，', '快递', '小哥', '礼貌', '。', '菜品', '量足', '，', '味道', '不错', '，', '下次', '再', '来', '。']",非常 好 ！ 第一次 用 百度 外卖 ， 送餐 很快 ， 快递 小哥 礼貌 。 菜品 量足 ， 味道 不错 ， 下次 再 来 。,0.9577120605377233,1
味道不错！,5,1,"['味道', '不错', '！']",味道 不错 ！,0.8080692443231526,1
东西还可以，但是没有在店里吃的好吃,17,1,"['东西', '还', '可以', '，', '但是', '没有', '店里', '吃', '好吃']",东西 还 可以 ， 但是 没有 店里 吃 好吃,0.4081708749718619,0
锅底怎么是13？,8,1,"['锅底', '怎么', '13', '？']",锅底 怎么 13 ？,0.7129394324519974,1
"很香,很好吃",6,1,"['很香', ',', '好吃']","很香 , 好吃",0.8060466072299287,1
"很好,送餐员也很好",9,1,"['好', ',', '送', '餐员', '好']","好 , 送 餐员 好",0.7322871289037095,1
菜量给的挺足的，很满意，就是墨鱼丸不太好，有股臭味，其他都很好吃。,33,1,"['菜量', '给', '挺', '足', '，', '满意', '，', '就是', '墨鱼', '丸', '不太好', '，', '有股', '臭味', '，', '其他', '好吃', '。']",菜量 给 挺 足 ， 满意 ， 就是 墨鱼 丸 不太好 ， 有股 臭味 ， 其他 好吃 。,0.4203011811639047,0
不错好吃，就是最后有点油,12,1,"['不错', '好吃', '，', '就是', '最后', '有点', '油']",不错 好吃 ， 就是 最后 有点 油,0.8552785644632771,1
一个小时送到的，很好吃，但是点了平菇怎么没给,22,1,"['一个', '小时', '送到', '，', '好吃', '，', '但是', '点', '平菇', '怎么', '没', '给']",一个 小时 送到 ， 好吃 ， 但是 点 平菇 怎么 没 给,0.24040278543656923,0
辣椒放太多了吧,7,1,"['辣椒', '放太多', '吧']",辣椒 放太多 吧,0.25917054179036225,0
锅仔酸菜炖腔骨怎么没见酸菜啊？只有青笋和腔骨，青笋也不是酸的。,31,1,"['锅仔', '酸菜', '炖', '腔骨', '怎么', '没', '见', '酸菜', '啊', '？', '只有', '青笋', '腔骨', '，', '青笋', '不是', '酸', '。']",锅仔 酸菜 炖 腔骨 怎么 没 见 酸菜 啊 ？ 只有 青笋 腔骨 ， 青笋 不是 酸 。,0.8280428777161282,1
很合口味。女友夸猪蹄好吃。过年期间都不容易。给快递小哥个赞。辛苦。,33,1,"['合口味', '。', '女友', '夸', '猪蹄', '好吃', '。', '过年', '期间', '容易', '。', '给', '快递', '小哥', '个赞', '。', '辛苦', '。']",合口味 。 女友 夸 猪蹄 好吃 。 过年 期间 容易 。 给 快递 小哥 个赞 。 辛苦 。,0.8646174553145154,1
炒饭有点儿油，不过菜还是很好的,15,1,"['炒饭', '有点儿', '油', '，', '不过', '菜', '还是', '好']",炒饭 有点儿 油 ， 不过 菜 还是 好,0.09533870692314894,0
送餐很及时，菜品味道不错！,13,1,"['送餐', '及时', '，', '菜品', '味道', '不错', '！']",送餐 及时 ， 菜品 味道 不错 ！,0.7561578496911023,1
饭还挺实在给个好评送餐挺快,13,1,"['饭', '还', '挺', '实在', '给', '个', '好评', '送餐', '挺快']",饭 还 挺 实在 给 个 好评 送餐 挺快,0.8168331926829554,1
骑士服务态度很好，速度很迅速！,15,1,"['骑士', '服务态度', '好', '，', '速度', '迅速', '！']",骑士 服务态度 好 ， 速度 迅速 ！,0.7476920324533644,1
最近一直订这家的外卖，相当不错，够味儿，快递小哥也是棒棒的！,30,1,"['最近', '一直', '订', '这家', '外卖', '，', '相当', '不错', '，', '够味儿', '，', '快递', '小哥', '棒棒', '！']",最近 一直 订 这家 外卖 ， 相当 不错 ， 够味儿 ， 快递 小哥 棒棒 ！,0.9995055659446282,1
量很多，就是尖椒豆腐皮的味道差点，不是尖椒，是大海椒，一点辣味都没有呢！,36,1,"['量', '很多', '，', '就是', '尖椒', '豆腐皮', '味道', '差点', '，', '不是', '尖椒', '，', '大海', '椒', '，', '一点', '辣味', '没有', '呢', '！']",量 很多 ， 就是 尖椒 豆腐皮 味道 差点 ， 不是 尖椒 ， 大海 椒 ， 一点 辣味 没有 呢 ！,0.020949908226363112,0
味道还不错，红烧肉更软点就更完美啦！,18,1,"['味道', '还', '不错', '，', '红烧肉', '更', '软点', '更', '完美', '啦', '！']",味道 还 不错 ， 红烧肉 更 软点 更 完美 啦 ！,0.978757764578529,1
"快递员很好,又快又负责",11,1,"['快递', '员', '好', ',', '又', '快', '又', '负责']","快递 员 好 , 又 快 又 负责",0.43452910840088577,0
味道很好，送餐速度也很快。,13,1,"['味道', '好', '，', '送餐', '速度', '很快', '。']",味道 好 ， 送餐 速度 很快 。,0.9587099967379584,1
一直在订餐还不错好评,10,1,"['一直', '订餐', '还', '不错', '好评']",一直 订餐 还 不错 好评,0.6783551675572388,1
很好，送餐小哥服务不错，态度很好，准时，饭菜也不错，大冷天，赞一个,33,1,"['好', '，', '送餐', '小哥', '服务', '不错', '，', '态度', '好', '，', '准时', '，', '饭菜', '不错', '，', '大', '冷天', '，', '赞', '一个']",好 ， 送餐 小哥 服务 不错 ， 态度 好 ， 准时 ， 饭菜 不错 ， 大 冷天 ， 赞 一个,0.9872877187069234,1
挺好吃的不错送的很快,10,1,"['挺好吃', '不错', '送', '很快']",挺好吃 不错 送 很快,0.9937210691837596,1
美味，送餐人员态度很不错。,13,1,"['美味', '，', '送餐', '人员', '态度', '不错', '。']",美味 ， 送餐 人员 态度 不错 。,0.6681384268901601,1
不错啊很好吃哦！送的好快态度很好,16,1,"['不错', '啊', '好吃', '哦', '！', '送', '好', '快', '态度', '好']",不错 啊 好吃 哦 ！ 送 好 快 态度 好,0.9687944490915903,1
"又快又好,小哥态度很好,好评",14,1,"['又快又好', ',', '小哥', '态度', '好', ',', '好评']","又快又好 , 小哥 态度 好 , 好评",0.76333291405055,1
下雨天，小哥还提前送过来了，好辛苦，好评,20,1,"['下雨天', '，', '小哥', '还', '提前', '送过来', '，', '好', '辛苦', '，', '好评']",下雨天 ， 小哥 还 提前 送过来 ， 好 辛苦 ， 好评,0.47864767783147055,0
"挺好的,服务态度也挺好的",12,1,"['挺', '好', ',', '服务态度', '挺', '好']","挺 好 , 服务态度 挺 好",0.929231778122074,1
配送员人很好,6,1,"['配送', '员人', '好']",配送 员人 好,0.5561595450033908,1
不错，好吃，两个人没吃完，还会光顾！,18,1,"['不错', '，', '好吃', '，', '两个', '没', '吃', '完', '，', '还会', '光顾', '！']",不错 ， 好吃 ， 两个 没 吃 完 ， 还会 光顾 ！,0.8812037796101372,1
小炒肉真心不是湖南小炒肉，坦白讲肉炒太老了，不推荐。鸭头不错,30,1,"['小炒', '肉', '真心', '不是', '湖南', '小炒', '肉', '，', '坦白讲', '肉', '炒', '太', '老', '，', '推荐', '。', '鸭头', '不错']",小炒 肉 真心 不是 湖南 小炒 肉 ， 坦白讲 肉 炒 太 老 ， 推荐 。 鸭头 不错,0.2968905152414838,0
特别实在，实惠，量大，良心餐厅。味道也不错,21,1,"['特别', '实在', '，', '实惠', '，', '量', '大', '，', '良心', '餐厅', '。', '味道', '不错']",特别 实在 ， 实惠 ， 量 大 ， 良心 餐厅 。 味道 不错,0.8832002015813852,1
很不错，菜品物美价廉～～～,13,1,"['不错', '，', '菜品', '物美价廉', '～', '～', '～']",不错 ， 菜品 物美价廉 ～ ～ ～,0.9544609252740889,1
空心菜份量少了点，汤不错,12,1,"['空心菜', '份量', '少', '点', '，', '汤', '不错']",空心菜 份量 少 点 ， 汤 不错,0.7244419652662824,1
蛮好吃的就是饭太少了,10,1,"['蛮', '好吃', '就是', '饭太少']",蛮 好吃 就是 饭太少,0.4588627073420565,0
今天送的真快，好评,9,1,"['今天', '送', '真快', '，', '好评']",今天 送 真快 ， 好评,0.633668462931036,1
送货时间挺准的就是对路不太熟悉～还可以吧～,21,1,"['送货', '时间', '挺准', '就是', '对路', '不太熟悉', '～', '还', '可以', '吧', '～']",送货 时间 挺准 就是 对路 不太熟悉 ～ 还 可以 吧 ～,0.5455725265995697,1
最近迷恋金桔柠檬茶啊！,11,1,"['最近', '迷恋', '金桔', '柠檬茶', '啊', '！']",最近 迷恋 金桔 柠檬茶 啊 ！,0.9988002657597252,1
服务态度不错，骑手辛苦啦~,13,1,"['服务态度', '不错', '，', '骑手', '辛苦', '啦', '~']",服务态度 不错 ， 骑手 辛苦 啦 ~,0.9347873250266443,1
口味不错服务态度好感谢你们,13,1,"['口味', '不错', '服务态度', '好', '感谢', '你们']",口味 不错 服务态度 好 感谢 你们,0.9701260165108573,1
今天真是超级快，感觉刚下单就送到啦哈哈哈,20,1,"['今天', '真是', '超级', '快', '，', '感觉', '刚', '下单', '送到', '啦', '哈哈哈']",今天 真是 超级 快 ， 感觉 刚 下单 送到 啦 哈哈哈,0.8104947991338769,1
外送很快，给赞一个～,10,1,"['外送', '很快', '，', '给', '赞', '一个', '～']",外送 很快 ， 给 赞 一个 ～,0.9837485839459035,1
非常好。送的也特别快。棒棒哒！,15,1,"['非常', '好', '。', '送', '特别', '快', '。', '棒棒', '哒', '！']",非常 好 。 送 特别 快 。 棒棒 哒 ！,0.9993351893476279,1
好服务，就是习惯百度外卖的快速,15,1,"['好', '服务', '，', '就是', '习惯', '百度', '外卖', '快速']",好 服务 ， 就是 习惯 百度 外卖 快速,0.8713562893446135,1
口感好其他的不能比我喜欢,12,1,"['口感', '好', '其他', '不能', '比', '喜欢']",口感 好 其他 不能 比 喜欢,0.8504753807455349,1
配送费越来越贵！！！！,11,1,"['配送费', '越来越', '贵', '！', '！', '！', '！']",配送费 越来越 贵 ！ ！ ！ ！,0.1894421342167194,0
态度非常好，速度快，味道好极了!,16,1,"['态度', '非常', '好', '，', '速度', '快', '，', '味道', '好极了', '!']",态度 非常 好 ， 速度 快 ， 味道 好极了 !,0.9025966951378953,1
"好喝不贵,红红火火哈哈哈",12,1,"['好喝', '贵', ',', '红红火火', '哈哈哈']","好喝 贵 , 红红火火 哈哈哈",0.8301010648325106,1
快递小哥辛苦,6,1,"['快递', '小哥', '辛苦']",快递 小哥 辛苦,0.5329951090182979,1
快递很及时，很方便很好,11,1,"['快递', '及时', '，', '方便', '好']",快递 及时 ， 方便 好,0.3465506345520797,0
服务很好，下次还会订购,11,1,"['服务', '好', '，', '下次', '还会', '订购']",服务 好 ， 下次 还会 订购,0.7229004249641603,1
不错，就定他们家的1!！！！！！！！,18,1,"['不错', '，', '就定', '他们', '家', '1', '!', '！', '！', '！', '！', '！', '！', '！']",不错 ， 就定 他们 家 1 ! ！ ！ ！ ！ ！ ！ ！,0.7911283520577459,1
送的及时，饮料很好喝哦,11,1,"['送', '及时', '，', '饮料', '好喝', '哦']",送 及时 ， 饮料 好喝 哦,0.442808475699663,0
不错啊。快递很快，奶茶也还行。,15,1,"['不错', '啊', '。', '快递', '很快', '，', '奶茶', '还行', '。']",不错 啊 。 快递 很快 ， 奶茶 还行 。,0.9995177474492845,1
很快。。布丁奶茶贼好喝,11,1,"['很快', '。', '。', '布丁', '奶茶', '贼', '好喝']",很快 。 。 布丁 奶茶 贼 好喝,0.99931356953609,1
超好喝，快递小哥很热情，速度很快…,17,1,"['超', '好喝', '，', '快递', '小哥', '热情', '，', '速度', '很快', '…']",超 好喝 ， 快递 小哥 热情 ， 速度 很快 …,0.9247580064245003,1
"挺好的,挺好喝的,不错",11,1,"['挺', '好', ',', '挺', '好喝', ',', '不错']","挺 好 , 挺 好喝 , 不错",0.9851682515276002,1
好喝，也没有漏。，，，，,12,1,"['好喝', '，', '没有', '漏', '。', '，', '，', '，', '，']",好喝 ， 没有 漏 。 ， ， ， ，,0.3957793219799507,0
骑士很好，赞一个，很礼貌，辛苦了！,17,1,"['骑士', '好', '，', '赞', '一个', '，', '礼貌', '，', '辛苦', '！']",骑士 好 ， 赞 一个 ， 礼貌 ， 辛苦 ！,0.9889546594178424,1
满意，速度也非常快。,10,1,"['满意', '，', '速度', '非常', '快', '。']",满意 ， 速度 非常 快 。,0.9376396730196299,1
味道很棒！辛苦送餐员啦！,12,1,"['味道', '很棒', '！', '辛苦', '送', '餐员', '啦', '！']",味道 很棒 ！ 辛苦 送 餐员 啦 ！,0.937096837909371,1
经常定，特别好喝，快递给力。,14,1,"['经常', '定', '，', '特别', '好喝', '，', '快', '递给', '力', '。']",经常 定 ， 特别 好喝 ， 快 递给 力 。,0.8854144847823389,1
大冷天辛苦快递大哥了。,11,1,"['大', '冷天', '辛苦', '快递', '大哥', '。']",大 冷天 辛苦 快递 大哥 。,0.08055901650214037,0
超级快！奶茶一如既往的美味！,14,1,"['超级', '快', '！', '奶茶', '一如既往', '美味', '！']",超级 快 ！ 奶茶 一如既往 美味 ！,0.9983950412100382,1
送餐很快，这么冷的天气辛苦了,14,1,"['送餐', '很快', '，', '这么', '冷', '天气', '辛苦']",送餐 很快 ， 这么 冷 天气 辛苦,0.8492790482377733,1
外卖员名字跟我们家名字一样,13,1,"['外卖', '员', '名字', '跟', '我们', '家', '名字', '一样']",外卖 员 名字 跟 我们 家 名字 一样,0.6996565442473127,1
服务态度很好饮料很棒！,11,1,"['服务态度', '好', '饮料', '很棒', '！']",服务态度 好 饮料 很棒 ！,0.844787526706605,1
在这样寒冷大风的天气里，等了一下午的奶茶终于到了，已经从热的变成凉的了。但仍感谢骑士的敬业精神！,48,1,"['这样', '寒冷', '大风', '天气', '里', '，', '等', '一', '下午', '奶茶', '终于', '到', '，', '已经', '从', '热', '变成', '凉', '。', '但', '仍', '感谢', '骑士', '敬业精神', '！']",这样 寒冷 大风 天气 里 ， 等 一 下午 奶茶 终于 到 ， 已经 从 热 变成 凉 。 但 仍 感谢 骑士 敬业精神 ！,0.9972237319417857,1
"大风天,不容易,非常好",11,1,"['大风', '天', ',', '容易', ',', '非常', '好']","大风 天 , 容易 , 非常 好",0.6133219507854043,1
"7点半下单,9点送到,今天天冷可以理解,外送态度也非常好,虽然等了很久,但是还是好评吧",43,1,"['7', '点半', '下单', ',', '9', '点', '送到', ',', '今天', '天', '冷', '可以', '理解', ',', '外送', '态度', '非常', '好', ',', '虽然', '等', '久', ',', '但是', '还是', '好评', '吧']","7 点半 下单 , 9 点 送到 , 今天 天 冷 可以 理解 , 外送 态度 非常 好 , 虽然 等 久 , 但是 还是 好评 吧",0.005641163560500262,0
