review,tokens_join,sentiment_score,sentiment_label
本次预定有两点不满意1、由于航班原因我在21日凌晨2点到达酒店，可酒店仍然收取20日房费。2、酒店房间格局极差。网上预定时，不能了解房型。建议增加。3、房间设施陈旧。最可恨的是房间竟然有蟑螂。与服务人员理论时告知：已经是优惠价（言外之意，有蟑螂我也得忍了！没天理！望携程认真核实！,本次 预定 两点 满意 1 、 由于 航班 原因 21 日 凌晨 2 点 到达 酒店 ， 可 酒店 仍然 收取 20 日 房费 。 2 、 酒店 房间 格局 极差 。 网上 预定 时 ， 不能 了解 房型 。 建议 增加 。 3 、 房间 设施 陈旧 。 最 可恨 房间 竟然 蟑螂 。 与 服务 人员 理论 时 告知 ： 已经 优惠价 （ 言外之意 ， 蟑螂 得 忍 ！ 没 天理 ！ 望 携程 认真 核实 ！,0.0,0
买啦两箱，总体质量还行，不过感觉不是很新鲜，与想象中有差异！,买 啦 两箱 ， 总体 质量 还 行 ， 不过 感觉 不是 新鲜 ， 与 想象 中有 差异 ！,0.779402838744797,1
喜欢京东相信京东，在京东买了好多东西，质量都很好，超市都很少去了。,喜欢 京东 相信 京东 ， 京东 买 好多 东西 ， 质量 好 ， 超市 很少 去 。,0.9547929919922564,1
新鲜，口感好，，包装不错，还会买,新鲜 ， 口感 好 ， ， 包装 不错 ， 还会 买,0.9674768000851838,1
很喜欢这里。原因有两个，一个是周围环境好，跟国家级文保单位——晋祠一墙之隔。另一个是宾馆比较有品位，无论服务，还是装修，很大气。以前都是直接去住，通过携程，确实便宜了不少。我就是山西人，感觉性价比中高，特别值得向外地朋友推荐。有一点遗憾，这里是国宾馆，所以每一栋楼的风格和价位都有差别。建议携程跟他们协商好，可以标的更具体，让外地的朋友享受到更好的服务。,喜欢 这里 。 原因 两个 ， 一个 周围环境 好 ， 跟 国家级 文保 单位 — — 晋祠 一墙之隔 。 另 一个 宾馆 比较 品位 ， 无论 服务 ， 还是 装修 ， 很大 气 。 以前 直接 去 住 ， 通过 携程 ， 确实 便宜 不少 。 就是 山西人 ， 感觉 性价比 中 高 ， 特别 值得 向 外地 朋友 推荐 。 一点 遗憾 ， 这里 国宾馆 ， 所以 每 一栋 楼 风格 价位 差别 。 建议 携程 跟 他们 协商 好 ， 可以 标的 更 具体 ， 让 外地 朋友 享受 到 更好 服务 。,0.9999989136477878,1
店家处理订单的速度很快，物流速度也很快，收到货后给朋友试穿了一下，面料很舒服，洗了不掉色，他很喜欢！,店家 处理 订单 速度 很快 ， 物流 速度 很快 ， 收到 货后 给 朋友 试穿 一下 ， 面料 舒服 ， 洗 掉色 ， 他 喜欢 ！,0.9508811734353908,1
还没用但是这个送货素质真不咋地,还 没用 但是 这个 送货 素质 真 咋 地,0.2326665772624621,0
垃圾，穿上不舒服，到处扎人,垃圾 ， 穿 上 舒服 ， 到处 扎人,0.1755303728920737,0
一般一般一般一般一般,一般 一般 一般 一般 一般,0.5262327818078083,1
其他都满意就是音量太小 微信聊语音都听不见 分辨率低看屏幕眼花 最主要的退货原因就是音量太小 已退货 又重新买了个大神S1看看怎么样,其他 满意 就是 音量 太小 微信 聊 语音 听不见 分辨率 低 看 屏幕 眼花 最 主要 退货 原因 就是 音量 太小 已 退货 又 重新 买 个 大神 S1 看看 怎么样,0.0039694734181413,0
安装花了240元感觉很无语。,安装 花 240 元 感觉 很无语 。,0.0908501264461091,0
"性价比突出,屏幕显示效果佳,功能齐全,200W像素自动对焦,拍照效果满意","性价比 突出 , 屏幕显示 效果 佳 , 功能齐全 , 200W 像素 自动 对焦 , 拍照 效果 满意",0.998836483813543,1
"地理位置非常优越,机场大巴\地铁和公车几乎就在门口,但靠街的房间晚上可能会有点吵.","地理位置 非常 优越 , 机场 大巴 \ 地铁 公车 几乎 门口 , 但 靠 街 房间 晚上 可能 会 有点 吵 .",0.9888846286176216,1
华硕做工有待提高，键盘中部略微凸出，不影响使用。 其他暂时没发现什么。,华硕 做工 有待 提高 ， 键盘 中部 略微 凸出 ， 影响 使用 。 其他 暂时 没 发现 什么 。,0.0435897882549241,0
装linux，说明书却是教windows使用，没有linux使用说明，也没有重装系统注意事项提醒，害的我这菜鸟差点新机刚到手还没用就得拿去维修。,装 linux ， 说明书 却是 教 windows 使用 ， 没有 linux 使用 说明 ， 没有 重装系统 注意事项 提醒 ， 害 菜鸟 差点 新机 刚 到手 还 没用 得 拿 去 维修 。,1.68264347366609e-06,0
裤子质量很好，不掉色，大小也刚好，老公很喜欢,裤子 质量 好 ， 掉色 ， 大小 刚好 ， 老公 喜欢,0.9642052518363788,1
联想的程序跟我们平时的电脑程序不一样，而且在京东买的铲平不享受上门维修,联想 程序 跟 我们 平时 电脑 程序 一样 ， 而且 京东 买 铲平 享受 上门 维修,0.1019984429384339,0
性价比很高，满足家用需求； 我用的是深度的XP盘，带sata驱动，不用改bios设置，安装系统很顺利； 没有遇到过看视频黑屏的情况。,性价比 高 ， 满足 家用 需求 ； 我用 深度 XP 盘 ， 带 sata 驱动 ， 不用 改 bios 设置 ， 安装 系统 顺利 ； 没有 遇到 过 看 视频 黑屏 情况 。,0.6450803500126476,1
恩，大小合适，布料还行，弹力没感觉，穿上时帅呆了，非常符合我的想象，可以，一次不错的购物经历。,恩 ， 大小 合适 ， 布料 还 行 ， 弹力 没 感觉 ， 穿 上 时 帅呆了 ， 非常 符合 想象 ， 可以 ， 一次 不错 购物 经历 。,0.9995304288048232,1
产品还没用，但是我都没拆包装，快递把东西搞得到处都是。液体都出来了。有点小失望,产品 还 没用 ， 但是 没 拆 包装 ， 快递 把 东西 搞 得到 处 。 液体 出来 。 有点 小 失望,0.0019693899998783,0
活动价格买的，性价比高，平板音质还行，做工也还可以，整体不错。,活动 价格 买 ， 性价比 高 ， 平板 音质 还 行 ， 做工 还 可以 ， 整体 不错 。,0.9999101417964076,1
性能非常好，硬件很强大，外观时尚大方，玩网游速度非常快，华为的良心之作，追剧神器，手握着比较轻薄不累手，这个买对了，诛仙定制版有收藏意义，好评,性能 非常 好 ， 硬件 强大 ， 外观 时尚 大方 ， 玩 网游 速度 非常 快 ， 华为 良心 之作 ， 追剧 神器 ， 手握着 比较 轻薄 不累手 ， 这个 买 对 ， 诛仙 定制 版有 收藏 意义 ， 好评,0.9999998866554134,1
换了两次 电还是消的太快了 直接退了,换 两次 电 还是 消的 太快 直接 退,0.0235568228282709,0
建设项目管理实务，是一本专业性和实务性非常强的书，与国内出版的大量同类专业书相比，阅读与使用起来，给人一种全新的感觉，犹如：在与一位名符其实的专家沟通，他在向你演示一个专业的、规范的、可操作性的项目管理样版。对身处国内目前流行的粗糙的、随意性的管理环境的人来说，认真地研读这本书，将会带来很大的启发。对于从事工程管理的人士来说，可以是一本精品！,建设 项目管理 实务 ， 一本 专业性 实务性 非常 强 书 ， 与 国内 出版 大量 同类 专业书 相比 ， 阅读 与 使用 起来 ， 给 一种 全新 感觉 ， 犹如 ： 与 一位 名符其实 专家 沟通 ， 他 向 你 演示 一个 专业 、 规范 、 可操作性 项目管理 样版 。 对 身处 国内 目前 流行 粗糙 、 随意性 管理 环境 来说 ， 认真 地 研读 本书 ， 将会 带来 很大 启发 。 对于 从事 工程 管理 人士 来说 ， 可以 一本 精品 ！,0.9999999989134664,1
外观怪怪的，颜色也很灰，没有时尚的感觉！短信输入完选择发送时，如果记不得对方号码，只能无奈地翻看电话薄一个个地查找，很不方便；而且按键不是很好用，输起来也不够快；还有，短信存储量很小，有时不得不删除一些有用的短信！,外观 怪怪的 ， 颜色 灰 ， 没有 时尚 感觉 ！ 短信 输入 完 选择 发送 时 ， 如果 记不得 对方 号码 ， 只能 无奈 地 翻看 电话薄 一个个 地 查找 ， 方便 ； 而且 按键 不是 好 用 ， 输起来 不够 快 ； 还有 ， 短信 存储量 很小 ， 有时 不得不 删除 一些 有用 短信 ！,0.0356674309580402,0
质量不错，样式很好，很实惠！,质量 不错 ， 样式 好 ， 实惠 ！,0.98900799961482,1
沙宣洗护套装修护水养(洗发水500ml*2+护400ml)送洗50ml*3+护50ml*2,沙宣洗 护套 装修 护水养 ( 洗发水 500ml * 2 + 护 400ml ) 送洗 50ml * 3 + 护 50ml * 2,0.0075800920323557,0
很好的裤子质量不错，尺码也标准。卖家服务周到，售后服务满意,好 裤子 质量 不错 ， 尺码 标准 。 卖家 服务周到 ， 售后服务 满意,0.998763198205606,1
"一个字:差,2个字:很差.3个字:非常差.实在不能住人.哎!要不是其他饭店太贵的话，我是绝对不会定这间的.CTRIP没有把真实的房间照片反应出来.","一个 字 : 差 , 2 个 字 : 很差 . 3 个 字 : 非常 差 . 实在 不能 住 . 哎 ! 要不是 其他 饭店 太贵 的话 ， 绝对 不会 定 这间 . CTRIP 没有 把 真实 房间 照片 反应 出来 .",1.2028694280630248e-06,0
东西倒是送得挺快的，但是没给我打电子发票，打不了发票也没给我提前联系，害的我耗费了好多功夫，非常不爽的一次购物,东西 倒 送 得 挺快 ， 但是 没 给 打 电子 发票 ， 打 不了 发票 没 给 提前 联系 ， 害 耗费 好多 功夫 ， 非常 不爽 一次 购物,0.0544454861001085,0
盖都没盖好 都流出来啦,盖 没盖 好 流 出来 啦,0.143780249507691,0
实物比图片效果差很多。,实物 比 图片 效果 差 很多 。,0.4905334260027467,0
货已收到，包装很精致，可惜让我小侄子儿几下撕坏了，没来的及拍照!质量很好，非常满意,货已 收到 ， 包装 精致 ， 可惜 让 小 侄子 儿 几下 撕坏 ， 没来 及 拍照 ! 质量 好 ， 非常 满意,0.8576165275884963,1
呵呵，房间设施无语了，陈旧简陋，最多也就算四星偏下的标准，最关键的是停了一晚上车被收了80元的停车费，抢钱呢？,呵呵 ， 房间 设施 无语 ， 陈旧 简陋 ， 最多 就算 四星 偏下 标准 ， 最 关键 停 一 晚上 车 被 收 80 元 停车费 ， 抢钱 呢 ？,0.0002148501091264,0
不错，收到的时候还是凉的，脆脆的，苹果味儿很足,不错 ， 收到 时候 还是 凉 ， 脆脆 ， 苹果 味儿 很足,0.9993495190092369,1
表示很无语………………,表示 很无语 … … … … … …,0.2037773773317951,0
一直用这个牌子，这次有活动，价格蛮划算的,一直 用 这个 牌子 ， 这次 活动 ， 价格 蛮 划算,0.9430809990165476,1
一直用沙宣洗发水，很好用，促销搞活动买的，很划算。,一直 用沙宣 洗发水 ， 好 用 ， 促销 搞 活动 买 ， 划算 。,0.4390620862550646,0
质量很好，是正品，速度很快，还给了很多赠品，华为专业制造手机，比某米没有自己的工厂都是带加工的，比某视，出电视的出手机。还是华为*都在用华为你还犹豫什么。,质量 好 ， 正品 ， 速度 很快 ， 还给 很多 赠品 ， 华为 专业 制造 手机 ， 比 某米 没有 自己 工厂 带 加工 ， 比 某视 ， 出 电视 出 手机 。 还是 华为 * 用 华为 你 还 犹豫 什么 。,0.9999622672188204,1
配置很高的安卓平板了，反应很灵敏很流畅，屏幕也挺清晰，没有网上说的严重的拖影，送了一大堆东西都很有用。希望耐用吧！,配置 高 安卓 平板 ， 反应 灵敏 流畅 ， 屏幕 挺 清晰 ， 没有 网上 说 严重 拖影 ， 送 一大堆 东西 有用 。 希望 耐用 吧 ！,0.9999320602164606,1
03年1月买的，到目前没出现毛病，质量可靠。可设定开关机时间，还有倒计时闹钟，日程提醒，非常实用。,03 年 1 月 买 ， 到 目前 没 出现 毛病 ， 质量 可靠 。 可 设定 开关机 时间 ， 还有 倒计时 闹钟 ， 日程 提醒 ， 非常 实用 。,0.1317784305505439,0
完整的图片是第一次购买的33号牛仔裤，另一张是用其他款式换回的34号牛仔裤，还保留着原号码剪掉的痕迹。现在我还保留着这两条牛仔裤，一定要讨个说法。,完整 图片 第一次 购买 33 号 牛仔裤 ， 另 一张 用 其他 款式 换回 34 号 牛仔裤 ， 还 保留 着 原 号码 剪掉 痕迹 。 现在 还 保留 着 两条 牛仔裤 ， 一定 要 讨个 说法 。,0.9986976445890972,1
裤子很不错。是买给朋友的。他收到很喜欢。质量不错，穿着很舒服,裤子 不错 。 买 给 朋友 。 他 收到 喜欢 。 质量 不错 ， 穿着 舒服,0.9973969599747694,1
黑我的号，差评黑我的号，差评,黑 号 ， 差评 黑 号 ， 差评,0.0012251896549748,0
华为的产品一直不错，国产品控，工艺都有提升，性价比并不好，质量不错就买了，又是国产，,华为 产品 一直 不错 ， 国 产品 控 ， 工艺 提升 ， 性价比 并 不好 ， 质量 不错 买 ， 又 国产 ，,0.9994814103929834,1
请协成不要再介绍是准四星未挂牌的该酒店，最好不要再与这家酒店合作，有损你们公司声誉。还不如好的招待所，只有表面功夫，位置很吵，旁边就是公路，服务很差，整个酒店很脏，床单，枕套，地毯。。。只能和衣而睡，半夜空调变暖气，热死你，浴室脏，不敢洗澡。早餐无法吃，餐具脏，食物差。在酒店的一家旅行社也很不正规。第二天立刻走人，心情差。补充点评 2007年10月8日 ： 当然服务生也很差,请 协成 不要 再 介绍 准 四星 未 挂牌 该 酒店 ， 最好 不要 再 与 这家 酒店 合作 ， 有损 你们 公司 声誉 。 还 不如 好 招待所 ， 只有 表面 功夫 ， 位置 吵 ， 旁边 就是 公路 ， 服务 很差 ， 整个 酒店 很脏 ， 床单 ， 枕套 ， 地毯 。 。 。 只能 和衣而睡 ， 半夜 空调 变 暖气 ， 热死 你 ， 浴室 脏 ， 不敢 洗澡 。 早餐 无法 吃 ， 餐具 脏 ， 食物 差 。 酒店 一家 旅行社 正规 。 第二天 立刻 走 ， 心情 差 。 补充 点评 2007 年 10 月 8 日 ： 当然 服务生 差,0.0,0
无良黑商，把女士牛仔裤当男士卖，上次33码紧了，这次1米8买个34码，裤腿偏长，裤裆和腰部距离简直反人类，你们老板穿你们家裤子吗？他也不怕走路会扯到蛋？可惜吊牌剪了，以后都不想碰这个牌子了,无良 黑商 ， 把 女士 牛仔裤 当 男士 卖 ， 上次 33 码紧 ， 这次 1 米 8 买个 34 码 ， 裤腿 偏长 ， 裤裆 腰部 距离 简直 反 人类 ， 你们 老板 穿 你们 家 裤子 吗 ？ 他 不怕 走路 会 扯 到 蛋 ？ 可惜 吊牌 剪 ， 以后 不想 碰 这个 牌子,0.8964011171015341,1
这个酒店很烂。 大堂嘈杂，房间设备陈旧，地毯、卫生间和床铺都很脏，我的孩子睡了一晚，脸上就长出许多红色豆豆（是螨虫所致）。 电话打去客服部，几乎得不到有效的服务。 根本与所持的星级不符。 强烈建议携程将这家酒店从预定名单中删去。,这个 酒店 很烂 。 大堂 嘈杂 ， 房间 设备陈旧 ， 地毯 、 卫生间 床铺 很脏 ， 孩子 睡 一晚 ， 脸上 长出 许多 红色 豆豆 （ 螨虫 所致 ） 。 电话 打 去 客服部 ， 几乎 得不到 有效 服务 。 根本 与 所持 星级 不符 。 强烈建议 携程 将 这家 酒店 从 预定 名单 中 删去 。,1.1001437538737946e-09,0
房间灯光很暗，地毯很脏，发现并踩死一只蟑螂！牙膏是假货，毛巾千万别用，相信您看了也不会用的，要自备。我在登记入住时，听到一名像是管理人员的人和另一名导游说：“这点小事，让他们投诉好了。”我顿时后悔定在这么个地方！如果携程的评分还有0分的话，我一定全部给他们打0分。建议您多花点钱，多开点车，选别处入住吧！,房间 灯光 暗 ， 地毯 很脏 ， 发现 并 踩死 一只 蟑螂 ！ 牙膏 假货 ， 毛巾 千万别 用 ， 相信 您 看 不会 用 ， 要 自备 。 登记 入住 时 ， 听到 一名 像是 管理人员 另一名 导游 说 ： “ 这点 小事 ， 让 他们 投诉 好 。 ” 顿时 后悔 定 这么 个 地方 ！ 如果 携程 评分 还有 0 分 的话 ， 一定 全部 给 他们 打 0 分 。 建议您 多花点 钱 ， 多 开点车 ， 选 别处 入住 吧 ！,0.0,0
前台接待态度生硬，楼道内因很多剧组，脏乱不堪。房间内部面积很大（大床房），但是家具很少，而且都很粗糙。没有咖啡送，只有矿泉水和绿茶。没有电吹风，要打电话借。房间内地毯很脏，沙发上有黑黑的水渍。床比较硬，独立空调，热风太大。浴室简陋，和廉租房差不多。早餐很差，连荷包蛋都没有。基本上各种食物和饮料没有标签，要自己看。,前台 接待 态度生硬 ， 楼道 内因 很多 剧组 ， 脏乱 不堪 。 房间 内部 面积 很大 （ 大床 房 ） ， 但是 家具 很少 ， 而且 粗糙 。 没有 咖啡 送 ， 只有 矿泉水 绿茶 。 没有 电吹风 ， 要 打电话 借 。 房间内 地毯 很脏 ， 沙发 上 黑黑的 水渍 。 床 比较 硬 ， 独立 空调 ， 热风 太 大 。 浴室 简陋 ， 廉租房 差不多 。 早餐 很差 ， 连 荷包蛋 没有 。 基本上 各种 食物 饮料 没有 标签 ， 要 自己 看 。,2.382538610845586e-13,0
